Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,serie,samename,metaNoteQ,serieB
14484,Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,Power Rangers Super Megaforce,43.0,7.0,,,,1,2,0
14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016.0,Action,Activision,0.01,0.02,0.0,0.0,0.03,Teenage Mutant Ninja Turtles: Mutants in Manhattan,44.0,49.0,5.5,179.0,Teenage Mutant Ninja Turtles,1,2,1
14486,Cabela's Big Game Hunter: Pro Hunts,PS3,2014.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.03,Cabela's Big Game Hunter: Pro Hunts,0.0,4.0,7.6,21.0,Cabela's Big Game Hunter,1,0,1
14488,Ducati World Racing Challenge,PS,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Ducati World Racing Challenge,40.0,8.0,,,,1,2,0
14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,Golden Nugget Casino,1.0,3.0,,,,1,1,0
14492,Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,Lux-Pain,48.0,33.0,6.2,18.0,,1,2,0
14493,Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Smashing Drive,47.0,18.0,,,,1,2,0
14495,Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,Starshot: Space Circus Fever,0.0,4.0,,,,1,0,0
14497,Big Mountain 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,Big Mountain 2000,3.0,1.0,,,,1,1,0
14499,CIMA: The Enemy,GBA,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,CIMA: The Enemy,70.0,11.0,,,,1,3,0
14500,N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,N+,83.0,36.0,8.3,51.0,N,1,4,1
14503,GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03,GTR Evolution,83.0,19.0,7.8,70.0,,1,4,0
14506,Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Marble Madness / Klax,,,,,,1,4,0
14507,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,Downstream Panic!,77.0,14.0,,,,1,4,0
14508,DJ Max Portable 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,DJ Max Portable 3,1.0,3.0,5.5,12.0,DJMax,1,1,1
14510,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,SimCity,64.0,75.0,2.2,4553.0,"SC2K, SimCity Societies, SimCity Classic, SimAnt, SimFarm, SimTown, SimCity 3000",1,3,1
14522,Petz: Dolphinz Encounter,DS,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.03,Petz: Dolphinz Encounter,0.0,4.0,,,,1,0,0
14523,Star Trek: Tactical Assault,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03,Star Trek: Tactical Assault,63.0,15.0,7.2,13.0,Star Trek Video Games,1,3,1
14527,Emily Archer and the Curse of Tutankhamun,DS,2011.0,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03,Emily Archer and the Curse of Tutankhamun,1.0,3.0,,,,1,1,0
14528,Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,Story Hour: Adventures,0.0,4.0,,,,1,0,0
14529,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03,Braid,90.0,11.0,8.6,970.0,,1,4,0
14530,Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,0.0,0.03,Muv-Luv Alternative,83.0,6.0,8.5,30.0,,1,4,0
14531,R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,R-Type III: The Third Lightning,46.0,11.0,,,R-Type,1,2,1
14532,Star Wars: The Force Unleashed II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,Star Wars: The Force Unleashed II,63.0,41.0,6.7,152.0,,1,3,0
14533,Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,Need for Speed,66.0,69.0,6.9,1293.0,Need for Speed,1,3,1
14536,Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,Atomic Betty,62.0,10.0,,,,1,3,0
14538,Robin Hood: Defender of the Crown,XB,2003.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03,Robin Hood: Defender of the Crown,59.0,18.0,,,,1,3,0
14539,Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Street Jam Basketball,35.0,7.0,,,,1,2,0
14541,Armored Core: Last Raven Portable,PSP,2010.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,Armored Core: Last Raven Portable,3.0,1.0,,,Armored Core,1,1,1
14543,Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,Commander: Conquest of the Americas,68.0,16.0,5.3,20.0,,1,3,0
14544,Curious George,XB,2006.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,Curious George,53.0,13.0,,,,1,3,0
14547,Virtual Pool: Tournament Edition,XB,2005.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.03,Virtual Pool: Tournament Edition,62.0,6.0,,,Virtual Pool,1,3,1
14548,Kung Fu Panda: Showdown of Legendary Legends,X360,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,Kung Fu Panda: Showdown of Legendary Legends,68.0,4.0,4.9,14.0,Kung Fu Panda,1,3,1
14550,007: Quantum of Solace,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,007: Quantum of Solace,70.0,18.0,6.3,68.0,,1,3,0
14551,MapleStory DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,MapleStory,0.0,4.0,,,,1,0,0
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,Phantasy Star Online 2,2.0,2.0,4.8,51.0,,1,1,0
14553,Pimp My Ride: Street Racing,DS,2009.0,Racing,Activision,0.03,0.0,0.0,0.0,0.03,Pimp My Ride: Street Racing,0.0,4.0,,,,1,0,0
14554,Let's Dance with Mel B,PS3,2011.0,Sports,Black Bean Games,0.0,0.02,0.0,0.01,0.03,Let's Dance with Mel B,2.0,2.0,,,,1,1,0
14555,Popeye: Rush for Spinach,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,Popeye: Rush for Spinach,48.0,9.0,,,,1,2,0
14556,Culdcept,PS2,2002.0,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,Culdcept Revolt,74.0,19.0,7.6,20.0,Culdcept,1,3,1
14558,Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,Pro Cycling Manager 2016,64.0,6.0,,,,1,3,0
14563,Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,Planet of the Apes: Last Frontier,59.0,17.0,5.2,40.0,,1,3,0
14565,Worms,PS3,2009.0,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,Worms W.M.D,76.0,23.0,7.7,67.0,,1,4,0
14566,Drake & Josh: Talent Showdown,DS,2007.0,Adventure,THQ,0.03,0.0,0.0,0.0,0.03,Nickelodeon Drake & Josh: Talent Showdown,43.0,6.0,5.4,13.0,,1,2,0
14567,Real World Golf,XB,2006.0,Sports,Mad Catz,0.02,0.01,0.0,0.0,0.03,Real World Golf,73.0,11.0,,,,1,3,0
14571,Jack Keane,PC,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,Jack Keane,69.0,25.0,6.6,26.0,,1,3,0
14572,World of Zoo,PC,2009.0,Simulation,THQ,0.0,0.02,0.0,0.01,0.03,World of Zoo,3.0,1.0,,,,1,1,0
14573,Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,Kung Fu Panda: Legendary Warriors,73.0,7.0,,,Kung Fu Panda,1,3,1
14576,NBA 08,PSP,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,NBA 08,59.0,16.0,,,NBA,1,3,1
14577,Secret Files 2: Puritas Cordis,Wii,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.03,Secret Files 2: Puritas Cordis,64.0,14.0,6.8,26.0,Secret Files,1,3,1
14579,Heroes of Hellas 2: Olympia,DS,2012.0,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.03,Heroes of Hellas 2: Olympia,0.0,4.0,,,,1,0,0
14580,Young Justice: Legacy,3DS,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,Young Justice: Legacy,3.0,1.0,4.8,18.0,,1,1,0
14581,Syberia,PC,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03,Syberia,76.0,8.0,7.2,37.0,,1,4,0
14582,Bladestorm: Nightmare,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Bladestorm: Nightmare,58.0,33.0,6.0,28.0,,1,3,0
14587,Dream Pinball 3D,DS,2008.0,Misc,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,Dream Pinball 3D,61.0,5.0,,,,1,3,0
14588,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,DICE: DNA Integrated Cybernetic Enterprises,48.0,15.0,,,,1,2,0
14593,Wallace & Gromit in Project Zoo,XB,2003.0,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,Wallace & Gromit in Project Zoo,67.0,15.0,3.5,48.0,,1,3,0
14594,Rugby League Live,PS3,2010.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,Rugby League Live 2,2.0,2.0,,,,1,1,0
14595,Grid Runner,PS,1996.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,Grid Runner,0.0,4.0,,,,1,0,0
14597,Metal Dungeon,XB,2002.0,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,Metal Dungeon,44.0,14.0,,,,1,2,0
14598,Drome Racers,GC,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,Drome Racers,65.0,6.0,,,,1,3,0
14601,Driver: Parallel Lines,Wii,2007.0,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,Driver: Parallel Lines,61.0,5.0,6.5,96.0,Driver,1,3,1
14606,Future Tactics: The Uprising,XB,2004.0,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,Future Tactics: The Uprising,61.0,25.0,,,,1,3,0
14610,Turn It Around,DS,2006.0,Action,505 Games,0.03,0.0,0.0,0.0,0.03,Turn It Around,39.0,11.0,,,,1,2,0
14614,Race Driver 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,Race Driver 2006,81.0,16.0,,,,1,4,0
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,Buffy the Vampire Slayer: Wrath of the Darkhul King,44.0,16.0,,,,1,2,0
14621,Rugby League Live 3,X360,2015.0,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03,Rugby League Live 3,1.0,3.0,,,Rugby League,1,1,1
14622,Triple Pack: Xbox Live Arcade Compilation,X360,2011.0,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,Triple Pack: Xbox Live Arcade Compilation,0.0,4.0,,,,1,0,0
14623,101-in-1 Sports Party Megamix,Wii,2010.0,Sports,Nordcurrent,0.02,0.0,0.0,0.0,0.03,101-in-1 Sports Party Megamix,41.0,7.0,,,,1,2,0
14624,Roadsters,PS,2000.0,Racing,Titus,0.02,0.01,0.0,0.0,0.03,Roadsters,3.0,1.0,,,,1,1,0
14625,The Croods: Prehistoric Party!,WiiU,2013.0,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03,DreamWorks The Croods: Prehistoric Party!,3.0,1.0,3.0,11.0,,1,1,0
14626,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.0,0.0,0.03,0.0,0.03,Exist Archive: The Other Side of the Sky,69.0,14.0,7.0,31.0,,1,3,0
14627,DeathSmiles II,X360,2010.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,DeathSmiles II X,1.0,3.0,,,Deathsmiles,1,1,1
14628,Romance of the Three Kingdoms II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Romance of the Three Kingdoms II,0.0,4.0,,,Romance of the Three Kingdoms,1,0,1
14630,Monsters vs. Aliens,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,Monsters vs. Aliens,69.0,12.0,,,,1,3,0
14631,Whiteout,XB,2002.0,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Whiteout,58.0,4.0,,,,1,3,0
14637,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,Merv Griffin's Crosswords,1.0,3.0,,,,1,1,0
14638,Stellaris,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,Stellaris,78.0,57.0,8.0,882.0,,1,4,0
14639,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,Spectral Souls: Resurrection of the Ethereal Empires,47.0,27.0,8.0,16.0,,1,2,0
14642,PopCap Hits! Vol 2,X360,2011.0,Misc,Mastertronic,0.0,0.03,0.0,0.0,0.03,PopCap Hits! Vol 2,,,,,,1,4,0
14644,Motor Trend presents Lotus Challenge,XB,2003.0,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,Motor Trend presents Lotus Challenge,61.0,9.0,,,,1,3,0
14645,Mystery Trackers: The Void,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,Mystery Trackers: The Void,0.0,4.0,,,,1,0,0
14646,Trine 2,WiiU,2012.0,Platform,Atlus,0.0,0.03,0.0,0.0,0.03,Trine 2,84.0,55.0,8.3,739.0,Trine,1,4,1
14648,Pacific Liberator,Wii,2009.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,Pacific Liberator,0.0,4.0,,,,1,0,0
14649,Botanicula,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,Botanicula,82.0,38.0,8.3,386.0,,1,4,0
14655,Rugby League Live,X360,2010.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,Rugby League Live 2,2.0,2.0,,,,1,1,0
14656,Age of Conan: Rise of the Godslayer,PC,2010.0,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,Age of Conan: Rise of the Godslayer,83.0,14.0,7.6,60.0,,1,4,0
14657,Totally Spies! Totally Party,PC,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03,Totally Spies! Totally Party,0.0,4.0,,,,1,0,0
14658,Battlefield Vietnam,PC,2004.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,Battlefield Vietnam,84.0,48.0,7.5,174.0,Battlefield,1,4,1
14659,In Cold Blood,PS,2000.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,In Cold Blood,67.0,13.0,7.2,22.0,,1,3,0
14662,Fireblade,GC,2002.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,Fireblade,71.0,5.0,,,,1,3,0
14663,Kong: King of Atlantis,GBA,2005.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,Kong: King of Atlantis,3.0,1.0,,,,1,1,0
14670,The King of Fighters 02/03,XB,2005.0,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03,The King of Fighters 02/03,76.0,23.0,,,,1,4,0
14672,Betty Boop's Double Shift,DS,2007.0,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,Betty Boop's Double Shift,3.0,1.0,,,,1,1,0
14673,Warhammer: Mark of Chaos,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,Warhammer: Mark of Chaos,73.0,32.0,7.3,67.0,Warhammer Fantasy,1,3,1
14675,Vitamin Z,PS2,2009.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,Vitamin Z,0.0,4.0,,,,1,0,0
14682,Schlag den Raab,PC,2010.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03,Schlag den Raab,0.0,4.0,,,,1,0,0
14683,Ghostbusters (2016),PS4,2016.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,Ghostbusters,30.0,22.0,1.4,265.0,,1,2,0
14684,Secrets of the Titanic,DS,2012.0,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03,Secrets of the Titanic,,,,,,1,4,0
14685,Metal Saga: Hagane no Kisetsu,DS,2006.0,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,Metal Saga,62.0,26.0,7.3,12.0,Metal Max,1,3,1
14686,Animaniacs: The Great Edgar Hunt,GC,2005.0,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,Animaniacs: The Great Edgar Hunt,65.0,14.0,,,,1,3,0
14690,Samurai Warriors 2,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Samurai Warriors 2,58.0,26.0,8.7,23.0,Samurai Warriors,1,3,1
14691,Cossacks: European Wars,PC,2001.0,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,Cossacks: European Wars,74.0,16.0,8.0,90.0,Cossacks,1,3,1
14692,The Island of Dr. Frankenstein,Wii,2009.0,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03,The Island of Dr. Frankenstein,26.0,6.0,,,,1,2,0
14694,Battle Arena Toshinden URA,SAT,1995.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,Battle Arena Toshinden,69.0,4.0,8.7,40.0,,1,3,0
14698,Prince of Persia (2008),PC,2008.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,Prince of Persia,81.0,73.0,7.1,223.0,Prince of Persia,1,4,1
14699,Super Duper Sumos,GBA,,Action,Unknown,0.02,0.01,0.0,0.0,0.03,Super Duper Sumos,57.0,5.0,,,,1,3,0
14703,MechAssault: Phantom War,DS,2006.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,MechAssault: Phantom War,66.0,16.0,,,BattleTech,1,3,1
14704,Magicka,PC,2011.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,Magicka,74.0,44.0,7.6,656.0,,1,3,0
14706,Moto Racer DS,DS,2008.0,Racing,Nobilis,0.0,0.02,0.0,0.0,0.03,Moto Racer DS,73.0,6.0,,,Moto Racer,1,3,1
14707,The Last Guy,PS3,2009.0,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,The Last Guy,77.0,33.0,6.8,31.0,,1,4,0
14708,Disney Sports Soccer,GBA,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Disney Sports Soccer,75.0,7.0,,,Disney Sports,1,4,1
14712,X3: Terran Conflict,PC,2008.0,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03,X3: Terran Conflict,73.0,16.0,7.9,239.0,X,1,3,1
14714,Max Payne,GBA,2003.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,Max Payne,89.0,32.0,,,,1,4,0
14715,D1 Professional Drift Grand Prix Series,PS2,2005.0,Racing,Yuke's,0.01,0.01,0.0,0.0,0.03,D1 Professional Drift Grand Prix Series,45.0,14.0,,,,1,2,0
14717,Little Bears,DS,2009.0,Simulation,RTL,0.03,0.0,0.0,0.0,0.03,Three Little Bears,0.0,4.0,,,,1,0,0
14718,Rush Hour,PS,1997.0,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03,Rush Hour,,,,,,1,4,0
14719,Pro Cast Sports Fishing,XB,2003.0,Sports,Capcom,0.02,0.01,0.0,0.0,0.03,Pro Cast Sports Fishing,49.0,12.0,,,,1,2,0
14721,Aegis of Earth: Protonovus Assault,PS3,2016.0,Action,PQube,0.01,0.01,0.0,0.0,0.03,Aegis of Earth: Protonovus Assault,57.0,11.0,6.4,11.0,,1,3,0
14724,King Arthur II,PC,2011.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,King Arthur II: The Role-Playing Wargame,66.0,39.0,6.5,96.0,King Arthur: The Role-Playing Wargame,1,3,1
14725,Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,Max Payne 2: The Fall of Max Payne,86.0,46.0,8.9,1353.0,,1,4,0
14726,Dakar 2: The World's Ultimate Rally,GC,2003.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Dakar 2,70.0,6.0,,,,1,3,0
14727,NBA 2K7,XB,2006.0,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,NBA 2K7,84.0,46.0,7.8,68.0,NBA 2K,1,4,1
14728,Auto Modellista,GC,2003.0,Racing,Capcom,0.02,0.01,0.0,0.0,0.03,Auto Modellista,66.0,20.0,7.4,19.0,,1,3,0
14729,Jewel Match 2,DS,2012.0,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.03,Jewel Match 2: Reloaded,0.0,4.0,,,,1,0,0
14731,MySims,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,MySims,68.0,38.0,7.1,64.0,The Sims,1,3,1
14733,Greg Hastings' Tournament Paintball Max'd,GBA,2006.0,Shooter,Activision,0.02,0.01,0.0,0.0,0.03,Greg Hastings' Tournament Paintball Max'd,,,,,,1,4,0
14734,Dave Mirra Freestyle BMX 3,GBA,2002.0,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Dave Mirra Freestyle BMX 3,78.0,15.0,,,Dave Mirra Freestyle BMX,1,4,1
14740,Frogger: Ancient Shadow,XB,2005.0,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Frogger: Ancient Shadow,54.0,17.0,,,Frogger,1,3,1
14741,Pro Evolution Soccer 2017,XOne,2016.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03,Pro Evolution Soccer 2017,85.0,62.0,7.3,616.0,eFootball,1,4,1
14746,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03,RollerCoaster Tycoon 2: Triple Thrill Pack,0.0,4.0,7.5,71.0,RollerCoaster Tycoon,1,0,1
14750,Pro Evolution Soccer 2012,3DS,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,Pro Evolution Soccer 2012,77.0,13.0,6.4,114.0,eFootball,1,4,1
14752,Warship Gunner 2,PS2,2006.0,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,Warship Gunner 2,62.0,13.0,8.1,12.0,,1,3,0
14753,Gotcha Force,GC,2003.0,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,Gotcha Force,56.0,24.0,8.5,23.0,,1,3,0
14755,Star Wars The Clone Wars: Republic Heroes,PC,2009.0,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,Star Wars The Clone Wars: Republic Heroes,46.0,9.0,4.7,59.0,,1,2,0
14756,CID The Dummy,PSP,2009.0,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,CID The Dummy,31.0,7.0,,,,1,2,0
14758,DiRT Rally,PC,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,DiRT Rally 2.0,84.0,34.0,5.9,169.0,Colin McRae Rally and Dirt,1,4,1
14760,Let's Sing 2016,PS4,2015.0,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03,Let's Sing 2016,1.0,3.0,,,,1,1,0
14763,The Golf Club,XOne,2014.0,Sports,Unknown,0.02,0.0,0.0,0.0,0.03,The Golf Club 2019 featuring PGA Tour,75.0,12.0,6.4,36.0,PGA Tour 2K,1,4,1
14765,Mojo!,XB,2003.0,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03,Mojo,0.0,4.0,,,,1,0,0
14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,Cabela's Big Game Hunter: Pro Hunts,0.0,4.0,7.6,21.0,Cabela's Big Game Hunter,1,0,1
14770,The Sims 2: Bon Voyage,PC,2007.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,The Sims 2: Bon Voyage,74.0,9.0,7.6,29.0,The Sims,1,3,1
14771,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003.0,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,Buffy the Vampire Slayer: Chaos Bleeds,72.0,27.0,8.8,48.0,,1,3,0
14772,Clannad,X360,2008.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,Clannad,83.0,5.0,8.8,77.0,,1,4,0
14775,My Frogger: Toy Trials,DS,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,My Frogger: Toy Trials,66.0,10.0,,,Frogger,1,3,1
14776,Jet Grind Radio,GBA,2003.0,Action,Sega,0.02,0.01,0.0,0.0,0.03,Jet Grind Radio,94.0,24.0,8.3,101.0,,1,4,0
14777,Farm Frenzy 3,DS,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03,Farm Frenzy 3,0.0,4.0,,,Farm Frenzy,1,0,1
14780,Baldur's Gate: Dark Alliance,GBA,2004.0,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,Baldur's Gate: Dark Alliance,83.0,25.0,8.5,30.0,Baldur's Gate,1,4,1
14781,GRID Autosport,PC,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03,GRID Autosport,78.0,35.0,6.3,295.0,Grid,1,4,1
14783,Neverwinter Nights Diamond,PC,2004.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,Neverwinter Nights Diamond,0.0,4.0,8.3,12.0,,1,0,0
14784,Divinity II: Flames of Vengeance,PC,2010.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,Divinity II: Flames of Vengeance,72.0,4.0,7.9,23.0,Divinity,1,3,1
14785,Under the Skin,PS2,2004.0,Action,Capcom,0.01,0.01,0.0,0.0,0.03,Blacksad: Under the Skin,59.0,10.0,5.8,47.0,,1,3,0
14786,Battlefield 2142,PC,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,Battlefield 2142,80.0,48.0,6.8,364.0,Battlefield,1,4,1
14788,Air Conflicts: Secret Wars,PC,2011.0,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,Air Conflicts: Secret Wars,51.0,8.0,,,Air Conflicts,1,3,1
